Time,Angle,AngularVelocity,AngularAcceleration,TangentialVelocity,RadialAcceleration,TangentialAcceleration,xPosition,yPosition
11.98,-0.71891,0.42195,1.29078,2.10975,-0.89021,6.4539,3.76262,-3.29282
11.99,-0.71462,0.43483,1.28445,2.17415,-0.94539,6.42225,3.77671,-3.27665
12.0,-0.71021,0.44764,1.27791,2.2382,-1.00191,6.38955,3.79112,-3.25997
12.01,-0.70567,0.46039,1.27115,2.30195,-1.05979,6.35575,3.80589,-3.24272
12.02,-0.701,0.47306,1.26417,2.3653,-1.11893,6.32085,3.82099,-3.22491
12.03,-0.69621,0.48567,1.25698,2.42835,-1.17938,6.2849,3.83639,-3.20657
12.04,-0.69129,0.4982,1.24956,2.491,-1.24102,6.2478,3.85212,-3.18766
12.05,-0.68625,0.51066,1.24193,2.5533,-1.30387,6.20965,3.86814,-3.1682
12.06,-0.68108,0.52304,1.23408,2.6152,-1.36785,6.1704,3.88447,-3.14816
12.07,-0.67579,0.53534,1.226,2.6767,-1.43294,6.13,3.90107,-3.12757
12.08,-0.67037,0.54756,1.2177,2.7378,-1.49911,6.0885,3.91796,-3.10638
12.09,-0.66483,0.55969,1.20918,2.79845,-1.56626,6.0459,3.93511,-3.08463
12.1,-0.65918,0.57174,1.20043,2.8587,-1.63443,6.00215,3.95247,-3.06234
12.11,-0.6534,0.5837,1.19146,2.9185,-1.70353,5.9573,3.97011,-3.03945
12.12,-0.6475,0.59557,1.18227,2.97785,-1.77352,5.91135,3.98797,-3.01597
12.13,-0.64149,0.60734,1.17284,3.0367,-1.84431,5.8642,4.00603,-2.99195
12.14,-0.63536,0.61903,1.16319,3.09515,-1.91599,5.81595,4.02429,-2.96734
12.15,-0.62911,0.63061,1.15331,3.15305,-1.98834,5.76655,4.04276,-2.94213
12.16,-0.62274,0.64209,1.1432,3.21045,-2.0614,5.716,4.06142,-2.91632
12.17,-0.61627,0.65347,1.13287,3.26735,-2.13512,5.66435,4.0802,-2.88998
12.18,-0.60968,0.66475,1.1223,3.32375,-2.20946,5.6115,4.09916,-2.86303
12.19,-0.60297,0.67592,1.1115,3.3796,-2.28434,5.5575,4.11827,-2.83546
12.2,-0.59616,0.68698,1.10048,3.4349,-2.35971,5.5024,4.13749,-2.80735
12.21,-0.58923,0.69793,1.08922,3.48965,-2.43553,5.4461,4.15684,-2.77861
12.22,-0.5822,0.70876,1.07773,3.5438,-2.5117,5.38865,4.17627,-2.74931
12.23,-0.57506,0.71948,1.06601,3.5974,-2.58826,5.33005,4.1958,-2.71943
12.24,-0.56781,0.73008,1.05406,3.6504,-2.66508,5.2703,4.2154,-2.68893
12.25,-0.56046,0.74056,1.04188,3.7028,-2.74215,5.2094,4.23505,-2.65788
12.26,-0.553,0.75092,1.02947,3.7546,-2.8194,5.14735,4.25476,-2.62621
12.27,-0.54544,0.76115,1.01684,3.80575,-2.89675,5.0842,4.2745,-2.59397
12.28,-0.53778,0.77125,1.00397,3.85625,-2.97413,5.01985,4.29424,-2.56115
12.29,-0.53001,0.78123,0.99087,3.90615,-3.0516,4.95435,4.31401,-2.52771
12.3,-0.52215,0.79107,0.97755,3.95535,-3.12896,4.88775,4.33374,-2.49372
12.31,-0.51419,0.80078,0.96399,4.0039,-3.20624,4.81995,4.35346,-2.45915
12.32,-0.50614,0.81035,0.95021,4.05175,-3.28334,4.75105,4.37311,-2.42402
12.33,-0.49799,0.81978,0.93621,4.0989,-3.3602,4.68105,4.39272,-2.3883
12.34,-0.48974,0.82907,0.92198,4.14535,-3.43679,4.6099,4.41228,-2.35198
12.35,-0.48141,0.83822,0.90753,4.1911,-3.51306,4.53765,4.43171,-2.31515
12.36,-0.47298,0.84722,0.89286,4.2361,-3.58891,4.4643,4.45107,-2.27771
12.37,-0.46446,0.85608,0.87797,4.2804,-3.66436,4.38985,4.47032,-2.2397
12.38,-0.45586,0.86478,0.86286,4.3239,-3.73922,4.3143,4.48941,-2.20117
12.39,-0.44717,0.87333,0.84753,4.36665,-3.81353,4.23765,4.50837,-2.16208
12.4,-0.43839,0.88173,0.83199,4.40865,-3.88724,4.15995,4.52718,-2.12241
12.41,-0.42953,0.88997,0.81624,4.44985,-3.96023,4.0812,4.54581,-2.08222
12.42,-0.42059,0.89805,0.80027,4.49025,-4.03247,4.00135,4.56424,-2.0415
12.43,-0.41157,0.90598,0.7841,4.5299,-4.104,3.9205,4.58247,-2.00024
12.44,-0.40247,0.91374,0.76772,4.5687,-4.1746,3.8386,4.60048,-1.95846
12.45,-0.3933,0.92133,0.75114,4.60665,-4.24424,3.7557,4.61825,-1.91619
12.46,-0.38405,0.92876,0.73437,4.6438,-4.31298,3.67185,4.63577,-1.87339
12.47,-0.37472,0.93602,0.71739,4.6801,-4.38067,3.58695,4.65305,-1.83006
12.48,-0.36533,0.9431,0.70022,4.7155,-4.44719,3.5011,4.67003,-1.78629
12.49,-0.35586,0.95002,0.68286,4.7501,-4.51269,3.4143,4.68674,-1.74198
12.5,-0.34633,0.95676,0.66532,4.7838,-4.57695,3.3266,4.70312,-1.69724
12.51,-0.33673,0.96333,0.64758,4.81665,-4.64002,3.2379,4.7192,-1.65201
12.52,-0.32706,0.96971,0.62967,4.84855,-4.70169,3.14835,4.73495,-1.6063
12.53,-0.31733,0.97592,0.61159,4.8796,-4.7621,3.05795,4.75036,-1.56015
12.54,-0.30754,0.98194,0.59333,4.9097,-4.82103,2.96665,4.76541,-1.51357
12.55,-0.2977,0.98778,0.5749,4.9389,-4.87855,2.8745,4.78007,-1.46661
12.56,-0.28779,0.99344,0.55631,4.9672,-4.93462,2.78155,4.79437,-1.41917
12.57,-0.27783,0.99891,0.53756,4.99455,-4.98911,2.6878,4.80826,-1.37135
12.58,-0.26781,1.00419,0.51866,5.02095,-5.04199,2.5933,4.82176,-1.3231
12.59,-0.25774,1.00928,0.4996,5.0464,-5.09323,2.498,4.83484,-1.27448
12.6,-0.24763,1.01418,0.4804,5.0709,-5.14281,2.402,4.84748,-1.22553
12.61,-0.23746,1.01889,0.46106,5.09445,-5.19068,2.3053,4.85969,-1.17617
12.62,-0.22725,1.0234,0.44159,5.117,-5.23674,2.20795,4.87145,-1.1265
12.63,-0.21699,1.02772,0.42198,5.1386,-5.28104,2.1099,4.88275,-1.07646
12.64,-0.2067,1.03184,0.40225,5.1592,-5.32347,2.01125,4.89357,-1.02616
12.65,-0.19636,1.03577,0.38239,5.17885,-5.3641,1.91195,4.90392,-0.9755
12.66,-0.18598,1.03949,0.36243,5.19745,-5.4027,1.81215,4.91378,-0.92455
12.67,-0.17557,1.04301,0.34235,5.21505,-5.43935,1.71175,4.92314,-0.87335
12.68,-0.16512,1.04634,0.32217,5.2317,-5.47414,1.61085,4.93199,-0.82185
12.69,-0.15464,1.04946,0.30189,5.2473,-5.50683,1.50945,4.94034,-0.77012
12.7,-0.14413,1.05238,0.28152,5.2619,-5.53752,1.4076,4.94816,-0.71816
12.71,-0.1336,1.05509,0.26107,5.27545,-5.56607,1.30535,4.95544,-0.66601
12.72,-0.12303,1.0576,0.24054,5.288,-5.59259,1.2027,4.96221,-0.6136
12.73,-0.11244,1.0599,0.21993,5.2995,-5.61694,1.09965,4.96843,-0.56102
12.74,-0.10183,1.06199,0.19925,5.30995,-5.63911,0.99625,4.9741,-0.50827
12.75,-0.09121,1.06388,0.17851,5.3194,-5.6592,0.89255,4.97922,-0.45542
12.76,-0.08056,1.06556,0.15772,5.3278,-5.67709,0.7886,4.98378,-0.40236
12.77,-0.06989,1.06704,0.13688,5.3352,-5.69287,0.6844,4.98779,-0.34917
12.78,-0.05922,1.0683,0.116,5.3415,-5.70632,0.58,4.99124,-0.29593
12.79,-0.04853,1.06936,0.09508,5.3468,-5.71765,0.4754,4.99411,-0.24255
12.8,-0.03783,1.0702,0.07413,5.351,-5.72664,0.37065,4.99642,-0.1891
12.81,-0.02713,1.07084,0.05316,5.3542,-5.73349,0.2658,4.99816,-0.13563
12.82,-0.01642,1.07127,0.03217,5.35635,-5.7381,0.16085,4.99933,-0.0821
12.83,-0.0057,1.07148,0.01117,5.3574,-5.74035,0.05585,4.99992,-0.0285
12.84,0.00501,1.07149,-0.00983,5.35745,-5.74045,-0.04915,4.99994,0.02505
12.85,0.01573,1.07129,-0.03082,5.35645,-5.73831,-0.1541,4.99938,0.07865
12.86,0.02644,1.07087,-0.05181,5.35435,-5.73381,-0.25905,4.99825,0.13218
12.87,0.03714,1.07025,-0.07279,5.35125,-5.72718,-0.36395,4.99655,0.18566
12.88,0.04784,1.06942,-0.09374,5.3471,-5.7183,-0.4687,4.99428,0.23911
12.89,0.05853,1.06838,-0.11466,5.3419,-5.70718,-0.5733,4.99144,0.29248
12.9,0.06921,1.06713,-0.13554,5.33565,-5.69383,-0.6777,4.98803,0.34577
12.91,0.07987,1.06567,-0.15639,5.32835,-5.67826,-0.78195,4.98406,0.39893
12.92,0.09052,1.064,-0.17718,5.32,-5.66048,-0.8859,4.97953,0.45198
12.93,0.10115,1.06212,-0.19792,5.3106,-5.64049,-0.9896,4.97444,0.50489
12.94,0.11176,1.06004,-0.2186,5.3002,-5.61842,-1.093,4.96881,0.55764
12.95,0.12235,1.05775,-0.23921,5.28875,-5.59418,-1.19605,4.96262,0.61022
12.96,0.13292,1.05526,-0.25975,5.2763,-5.56787,-1.29875,4.9559,0.66264
12.97,0.14346,1.05256,-0.28021,5.2628,-5.53941,-1.40105,4.94864,0.71484
12.98,0.15397,1.04965,-0.30059,5.24825,-5.50883,-1.50295,4.94085,0.76681
12.99,0.16445,1.04654,-0.32087,5.2327,-5.47623,-1.60435,4.93254,0.81855
13.0,0.1749,1.04323,-0.34106,5.21615,-5.44164,-1.7053,4.92372,0.87005
13.01,0.18531,1.03972,-0.36114,5.1986,-5.40509,-1.8057,4.9144,0.92126
13.02,0.19569,1.03601,-0.38111,5.18005,-5.36658,-1.90555,4.90457,0.97222
13.03,0.20603,1.0321,-0.40097,5.1605,-5.32615,-2.00485,4.89425,1.02288
13.04,0.21633,1.02799,-0.42072,5.13995,-5.28382,-2.1036,4.88346,1.07323
13.05,0.22659,1.02369,-0.44033,5.11845,-5.23971,-2.20165,4.87219,1.12328
13.06,0.23681,1.01919,-0.45982,5.09595,-5.19374,-2.2991,4.86046,1.17301
13.07,0.24698,1.01449,-0.47917,5.07245,-5.14595,-2.39585,4.84828,1.22238
13.08,0.2571,1.0096,-0.49838,5.048,-5.09646,-2.4919,4.83566,1.27138
13.09,0.26717,1.00452,-0.51744,5.0226,-5.0453,-2.5872,4.82261,1.32001
13.1,0.27719,0.99926,-0.53636,4.9963,-4.9926,-2.6818,4.80914,1.36827
13.11,0.28715,0.9938,-0.55511,4.969,-4.93819,-2.77555,4.79527,1.4161
13.12,0.29706,0.98815,-0.57372,4.94075,-4.8822,-2.8686,4.78101,1.46355
13.13,0.30691,0.98232,-0.59215,4.9116,-4.82476,-2.96075,4.76636,1.51057
13.14,0.31671,0.97631,-0.61042,4.88155,-4.76591,-3.0521,4.75133,1.55721
13.15,0.32644,0.97012,-0.62852,4.8506,-4.70566,-3.1426,4.73595,1.60337
13.16,0.33611,0.96374,-0.64644,4.8187,-4.64397,-3.2322,4.72022,1.64909
13.17,0.34571,0.95719,-0.66418,4.78595,-4.58106,-3.3209,4.70418,1.69432
13.18,0.35525,0.95046,-0.68174,4.7523,-4.51687,-3.4087,4.6878,1.73912
13.19,0.36472,0.94355,-0.69911,4.71775,-4.45143,-3.49555,4.67112,1.78344
13.2,0.37412,0.93648,-0.71629,4.6824,-4.38497,-3.58145,4.65415,1.82727
13.21,0.38345,0.92923,-0.73328,4.64615,-4.31734,-3.6664,4.6369,1.87061
13.22,0.39271,0.92181,-0.75007,4.60905,-4.24867,-3.75035,4.61938,1.91347
13.23,0.40189,0.91423,-0.76667,4.57115,-4.17908,-3.83335,4.60162,1.95579
13.24,0.41099,0.90648,-0.78306,4.5324,-4.10853,-3.9153,4.58363,1.99759
13.25,0.42002,0.89857,-0.79924,4.49285,-4.03714,-3.9962,4.5654,2.03889
13.26,0.42896,0.89049,-0.81522,4.45245,-3.96486,-4.0761,4.54699,2.07963
13.27,0.43783,0.88226,-0.83098,4.4113,-3.89191,-4.1549,4.52837,2.11988
13.28,0.44661,0.87388,-0.84654,4.3694,-3.81833,-4.2327,4.50958,2.15955
13.29,0.4553,0.86533,-0.86188,4.32665,-3.74398,-4.3094,4.49065,2.19866
13.3,0.46391,0.85664,-0.877,4.2832,-3.66916,-4.385,4.47155,2.23724
13.31,0.47244,0.84779,-0.89191,4.23895,-3.59374,-4.45955,4.4523,2.2753
13.32,0.48087,0.8388,-0.9066,4.194,-3.51793,-4.533,4.43296,2.31275
13.33,0.48921,0.82966,-0.92106,4.1483,-3.44168,-4.6053,4.41352,2.34964
13.34,0.49746,0.82038,-0.9353,4.1019,-3.36512,-4.6765,4.39399,2.38597
13.35,0.50562,0.81096,-0.94932,4.0548,-3.28828,-4.7466,4.37437,2.42175
13.36,0.51368,0.8014,-0.96312,4.007,-3.21121,-4.8156,4.35471,2.45693
13.37,0.52165,0.7917,-0.97668,3.9585,-3.13394,-4.8834,4.33499,2.49156
13.38,0.52951,0.78186,-0.99002,3.9093,-3.05653,-4.9501,4.31527,2.52555
13.39,0.53728,0.7719,-1.00313,3.8595,-2.97915,-5.01565,4.29552,2.55901
13.4,0.54495,0.7618,-1.01602,3.809,-2.9017,-5.0801,4.27577,2.59188
13.41,0.55252,0.75158,-1.02867,3.7579,-2.82436,-5.14335,4.25602,2.62417
13.42,0.55998,0.74123,-1.04109,3.70615,-2.74711,-5.20545,4.23633,2.65585
13.43,0.56734,0.73076,-1.05329,3.6538,-2.67005,-5.26645,4.21667,2.68695
13.44,0.5746,0.72016,-1.06525,3.6008,-2.59315,-5.32625,4.19705,2.7175
13.45,0.58174,0.70945,-1.07699,3.54725,-2.5166,-5.38495,4.17754,2.74739
13.46,0.58879,0.69862,-1.08849,3.4931,-2.44035,-5.44245,4.15807,2.77678
13.47,0.59572,0.68768,-1.09976,3.4384,-2.36452,-5.4988,4.13872,2.80552
13.48,0.60254,0.67663,-1.1108,3.38315,-2.28914,-5.554,4.11949,2.83369
13.49,0.60925,0.66547,-1.12161,3.32735,-2.21425,-5.60805,4.10039,2.86126
13.5,0.61585,0.6542,-1.13219,3.271,-2.13989,-5.66095,4.08141,2.88826
13.51,0.62233,0.64282,-1.14255,3.2141,-2.06609,-5.71275,4.06261,2.91465
13.52,0.6287,0.63135,-1.15267,3.15675,-1.99301,-5.76335,4.04396,2.94047
13.53,0.63496,0.61977,-1.16256,3.09885,-1.92057,-5.8128,4.02548,2.96573
13.54,0.6411,0.6081,-1.17223,3.0405,-1.84893,-5.86115,4.00719,2.99039
13.55,0.64712,0.59633,-1.18167,2.98165,-1.77805,-5.90835,3.98912,3.01446
13.56,0.65302,0.58446,-1.19088,2.9223,-1.70797,-5.9544,3.97126,3.03794
13.57,0.65881,0.57251,-1.19987,2.86255,-1.63884,-5.99935,3.95361,3.06088
13.58,0.66447,0.56047,-1.20863,2.80235,-1.57063,-6.04315,3.93622,3.08321
13.59,0.67002,0.54834,-1.21716,2.7417,-1.50338,-6.0858,3.91905,3.10501
13.6,0.67544,0.53613,-1.22547,2.68065,-1.43718,-6.12735,3.90216,3.1262
13.61,0.68074,0.52383,-1.23356,2.61915,-1.37199,-6.1678,3.88554,3.14684
13.62,0.68592,0.51146,-1.24143,2.5573,-1.30796,-6.20715,3.86918,3.16693
13.63,0.69097,0.499,-1.24908,2.495,-1.245,-6.2454,3.85314,3.18642
13.64,0.6959,0.48647,-1.25651,2.43235,-1.18327,-6.28255,3.83739,3.20538
13.65,0.7007,0.47387,-1.26371,2.36935,-1.12276,-6.31855,3.82196,3.22376
13.66,0.70537,0.4612,-1.27071,2.306,-1.06353,-6.35355,3.80686,3.24158
13.67,0.70992,0.44846,-1.27748,2.2423,-1.00558,-6.3874,3.79207,3.25887
13.68,0.71434,0.43565,-1.28404,2.17825,-0.94895,-6.4202,3.77763,3.27559
13.69,0.71864,0.42278,-1.29038,2.1139,-0.89371,-6.4519,3.76351,3.29181
13.7,0.7228,0.40984,-1.29651,2.0492,-0.83984,-6.48255,3.74978,3.30744
13.71,0.72683,0.39685,-1.30243,1.98425,-0.78745,-6.51215,3.73642,3.32252
13.72,0.73074,0.3838,-1.30814,1.919,-0.73651,-6.5407,3.7234,3.3371
13.73,0.73451,0.37069,-1.31364,1.85345,-0.68706,-6.5682,3.7108,3.35112
13.74,0.73815,0.35752,-1.31892,1.7876,-0.6391,-6.5946,3.69857,3.3646
13.75,0.74166,0.34431,-1.324,1.72155,-0.59275,-6.62,3.68674,3.37756
13.76,0.74504,0.33105,-1.32888,1.65525,-0.54797,-6.6444,3.6753,3.39001
13.77,0.74828,0.31773,-1.33354,1.58865,-0.50476,-6.6677,3.6643,3.4019
13.78,0.75139,0.30438,-1.338,1.5219,-0.46324,-6.69,3.6537,3.41328
13.79,0.75437,0.29097,-1.34226,1.45485,-0.42332,-6.7113,3.64352,3.42415
13.8,0.75721,0.27753,-1.34632,1.38765,-0.38511,-6.7316,3.63378,3.43448
13.81,0.75992,0.26405,-1.35017,1.32025,-0.34861,-6.75085,3.62446,3.44432
13.82,0.76249,0.25053,-1.35382,1.25265,-0.31383,-6.7691,3.61559,3.45362
13.83,0.76493,0.23697,-1.35727,1.18485,-0.28077,-6.78635,3.60715,3.46243
13.84,0.76723,0.22338,-1.36052,1.1169,-0.24949,-6.8026,3.59918,3.47072
13.85,0.7694,0.20976,-1.36357,1.0488,-0.22,-6.81785,3.59164,3.47852
13.86,0.77142,0.19611,-1.36643,0.98055,-0.1923,-6.83215,3.58461,3.48577
13.87,0.77332,0.18243,-1.36909,0.91215,-0.1664,-6.84545,3.57798,3.49257
13.88,0.77507,0.16873,-1.37155,0.84365,-0.14235,-6.85775,3.57186,3.49883
13.89,0.77669,0.155,-1.37381,0.775,-0.12013,-6.86905,3.56619,3.50461
13.9,0.77817,0.14126,-1.37588,0.7063,-0.09977,-6.8794,3.561,3.50989
13.91,0.77952,0.12749,-1.37775,0.63745,-0.08127,-6.88875,3.55626,3.51469
13.92,0.78072,0.1137,-1.37943,0.5685,-0.06464,-6.89715,3.55203,3.51896
13.93,0.78179,0.0999,-1.38092,0.4995,-0.0499,-6.9046,3.54827,3.52275
13.94,0.78272,0.08608,-1.38221,0.4304,-0.03705,-6.91105,3.54499,3.52605
13.95,0.78351,0.07226,-1.38331,0.3613,-0.02611,-6.91655,3.5422,3.52885
13.96,0.78417,0.05842,-1.38422,0.2921,-0.01706,-6.9211,3.53987,3.53119
13.97,0.78468,0.04457,-1.38493,0.22285,-0.00993,-6.92465,3.53807,3.53299
13.98,0.78506,0.03072,-1.38546,0.1536,-0.00472,-6.9273,3.53673,3.53434
13.99,0.7853,0.01686,-1.38579,0.0843,-0.00142,-6.92895,3.53588,3.53519
14.0,0.78539,0.00301,-1.38592,0.01505,-5e-05,-6.9296,3.53556,3.53551
14.01,0.78536,-0.01085,-1.38587,-0.05425,-0.00059,-6.92935,3.53567,3.5354
14.02,0.78518,-0.02471,-1.38562,-0.12355,-0.00305,-6.9281,3.53631,3.53476
14.03,0.78486,-0.03857,-1.38518,-0.19285,-0.00744,-6.9259,3.53744,3.53363
14.04,0.78441,-0.05241,-1.38455,-0.26205,-0.01373,-6.92275,3.53903,3.53204
14.05,0.78381,-0.06626,-1.38373,-0.3313,-0.02195,-6.91865,3.54114,3.52991
14.06,0.78308,-0.08009,-1.38271,-0.40045,-0.03207,-6.91355,3.54372,3.52733
14.07,0.78221,-0.09391,-1.38151,-0.46955,-0.0441,-6.90755,3.54679,3.52424
14.08,0.7812,-0.10772,-1.3801,-0.5386,-0.05802,-6.9005,3.55035,3.52066
14.09,0.78006,-0.12151,-1.37851,-0.60755,-0.07382,-6.89255,3.55436,3.51661
14.1,0.77877,-0.13529,-1.37672,-0.67645,-0.09152,-6.8836,3.55889,3.51202
14.11,0.77735,-0.14905,-1.37473,-0.74525,-0.11108,-6.87365,3.56387,3.50697
14.12,0.77579,-0.16278,-1.37255,-0.8139,-0.13249,-6.86275,3.56934,3.5014
14.13,0.7741,-0.1765,-1.37018,-0.8825,-0.15576,-6.8509,3.57525,3.49536
14.14,0.77226,-0.19018,-1.3676,-0.9509,-0.18084,-6.838,3.58168,3.48878
14.15,0.77029,-0.20385,-1.36484,-1.01925,-0.20777,-6.8242,3.58854,3.48172
14.16,0.76819,-0.21748,-1.36187,-1.0874,-0.23649,-6.80935,3.59585,3.47417
14.17,0.76594,-0.23108,-1.3587,-1.1554,-0.26699,-6.7935,3.60366,3.46607
14.18,0.76356,-0.24465,-1.35534,-1.22325,-0.29927,-6.7767,3.61189,3.45749
14.19,0.76105,-0.25819,-1.35178,-1.29095,-0.33331,-6.7589,3.62056,3.44841
14.2,0.7584,-0.27169,-1.34801,-1.35845,-0.36908,-6.74005,3.62969,3.4388
14.21,0.75562,-0.28515,-1.34404,-1.42575,-0.40655,-6.7202,3.63923,3.4287
14.22,0.7527,-0.29857,-1.33988,-1.49285,-0.44572,-6.6994,3.64923,3.41806
14.23,0.74964,-0.31195,-1.3355,-1.55975,-0.48656,-6.6775,3.65967,3.40688
14.24,0.74646,-0.32528,-1.33092,-1.6264,-0.52904,-6.6546,3.67049,3.39522
14.25,0.74314,-0.33856,-1.32614,-1.6928,-0.57311,-6.6307,3.68174,3.38302
14.26,0.73969,-0.3518,-1.32115,-1.759,-0.61882,-6.60575,3.69339,3.37029
14.27,0.7361,-0.36499,-1.31595,-1.82495,-0.66609,-6.57975,3.70546,3.35701
14.28,0.73239,-0.37812,-1.31055,-1.8906,-0.71487,-6.55275,3.71789,3.34324
14.29,0.72854,-0.3912,-1.30493,-1.956,-0.76519,-6.52465,3.73074,3.3289
14.3,0.72456,-0.40422,-1.29911,-2.0211,-0.81697,-6.49555,3.74396,3.31403
14.31,0.72046,-0.41718,-1.29307,-2.0859,-0.8702,-6.46535,3.75751,3.29865
14.32,0.71622,-0.43008,-1.28682,-2.1504,-0.92484,-6.4341,3.77146,3.28269
14.33,0.71186,-0.44291,-1.28035,-2.21455,-0.98085,-6.40175,3.78574,3.26622
14.34,0.70736,-0.45568,-1.27367,-2.2784,-1.03822,-6.36835,3.8004,3.24915
14.35,0.70274,-0.46839,-1.26677,-2.34195,-1.09695,-6.33385,3.81537,3.23155
14.36,0.698,-0.48102,-1.25966,-2.4051,-1.1569,-6.2983,3.83065,3.21343
14.37,0.69312,-0.49358,-1.25233,-2.4679,-1.21811,-6.26165,3.84628,3.1947
14.38,0.68812,-0.50606,-1.24477,-2.5303,-1.28048,-6.22385,3.86221,3.17543
14.39,0.683,-0.51847,-1.237,-2.59235,-1.34406,-6.185,3.87841,3.15561
14.4,0.67775,-0.5308,-1.22901,-2.654,-1.40874,-6.14505,3.89493,3.13521
14.41,0.67239,-0.54305,-1.22079,-2.71525,-1.47452,-6.10395,3.91168,3.11429
14.42,0.66689,-0.55522,-1.21235,-2.7761,-1.54135,-6.06175,3.92875,3.09273
14.43,0.66128,-0.5673,-1.20369,-2.8365,-1.60915,-6.01845,3.94603,3.07064
14.44,0.65555,-0.57929,-1.1948,-2.89645,-1.67788,-5.974,3.96356,3.04798
14.45,0.6497,-0.59119,-1.18569,-2.95595,-1.74753,-5.92845,3.98133,3.02474
14.46,0.64372,-0.603,-1.17635,-3.015,-1.81804,-5.88175,3.99934,3.00088
14.47,0.63764,-0.61472,-1.16678,-3.0736,-1.8894,-5.8339,4.01751,2.9765
14.48,0.63143,-0.62634,-1.15699,-3.1317,-1.96151,-5.78495,4.03592,2.9515
14.49,0.62511,-0.63786,-1.14696,-3.1893,-2.03433,-5.7348,4.05449,2.92593
14.5,0.61867,-0.64928,-1.13671,-3.2464,-2.10782,-5.68355,4.07325,2.89976
14.51,0.61212,-0.66059,-1.12623,-3.30295,-2.1819,-5.63115,4.09216,2.87302
14.52,0.60546,-0.6718,-1.11552,-3.359,-2.25658,-5.5776,4.1112,2.8457
14.53,0.59869,-0.6829,-1.10458,-3.4145,-2.33176,-5.5229,4.13037,2.8178
14.54,0.5918,-0.69389,-1.0934,-3.46945,-2.40742,-5.467,4.14969,2.78928
14.55,0.58481,-0.70477,-1.082,-3.52385,-2.4835,-5.41,4.16908,2.7602
14.56,0.57771,-0.71553,-1.07037,-3.57765,-2.55992,-5.35185,4.18858,2.73054
14.57,0.5705,-0.72618,-1.0585,-3.6309,-2.63669,-5.2925,4.20816,2.70026
14.58,0.56319,-0.7367,-1.04641,-3.6835,-2.71363,-5.23205,4.22778,2.66943
14.59,0.55577,-0.7471,-1.03409,-3.7355,-2.79079,-5.17045,4.24747,2.63799
14.6,0.54824,-0.75738,-1.02153,-3.7869,-2.86812,-5.10765,4.26722,2.60593
14.61,0.54062,-0.76753,-1.00875,-3.83765,-2.94551,-5.04375,4.28695,2.57334
14.62,0.53289,-0.77756,-0.99574,-3.8878,-3.023,-4.9787,4.30671,2.54012
14.63,0.52507,-0.78745,-0.98249,-3.93725,-3.10039,-4.91245,4.32644,2.50637
14.64,0.51715,-0.79721,-0.96903,-3.98605,-3.17772,-4.84515,4.34616,2.47202
14.65,0.50913,-0.80683,-0.95533,-4.03415,-3.25487,-4.77665,4.36584,2.43709
14.66,0.50101,-0.81631,-0.94141,-4.08155,-3.33181,-4.70705,4.38549,2.40156
14.67,0.4928,-0.82566,-0.92726,-4.1283,-3.40857,-4.6363,4.40506,2.36547
14.68,0.4845,-0.83486,-0.9129,-4.1743,-3.48496,-4.5645,4.42454,2.32883
14.69,0.4761,-0.84391,-0.89831,-4.21955,-3.56092,-4.49155,4.44395,2.29158
14.7,0.46762,-0.85282,-0.88349,-4.2641,-3.63651,-4.41745,4.46322,2.25382
14.71,0.45905,-0.86158,-0.86846,-4.3079,-3.7116,-4.3423,4.48237,2.21548
14.72,0.45039,-0.87019,-0.85322,-4.35095,-3.78615,-4.2661,4.50139,2.17658
14.73,0.44164,-0.87865,-0.83776,-4.39325,-3.86013,-4.1888,4.52026,2.13711
14.74,0.43282,-0.88694,-0.82208,-4.4347,-3.93331,-4.1104,4.53893,2.09716
14.75,0.42391,-0.89509,-0.80619,-4.47545,-4.00593,-4.03095,4.55744,2.05664
14.76,0.41491,-0.90307,-0.7901,-4.51535,-4.07768,-3.9505,4.57576,2.01554
14.77,0.40584,-0.91089,-0.7738,-4.55445,-4.1486,-3.869,4.59386,1.97395
14.78,0.3967,-0.91854,-0.75729,-4.5927,-4.21858,-3.78645,4.61171,1.93188
14.79,0.38747,-0.92603,-0.74059,-4.63015,-4.28766,-3.70295,4.62934,1.88924
14.8,0.37818,-0.93335,-0.72369,-4.66675,-4.35571,-3.61845,4.64669,1.84615
14.81,0.36881,-0.94051,-0.70659,-4.70255,-4.4228,-3.53295,4.66379,1.80253
14.82,0.35937,-0.94749,-0.6893,-4.73745,-4.48869,-3.4465,4.68059,1.75842
14.83,0.34986,-0.95429,-0.67182,-4.77145,-4.55335,-3.3591,4.6971,1.71383
14.84,0.34028,-0.96092,-0.65416,-4.8046,-4.61684,-3.2708,4.71331,1.66876
14.85,0.33064,-0.96737,-0.63631,-4.83685,-4.67902,-3.18155,4.72917,1.62324
14.86,0.32094,-0.97365,-0.61829,-4.86825,-4.73997,-3.09145,4.7447,1.57729
14.87,0.31117,-0.97974,-0.6001,-4.8987,-4.79945,-3.0005,4.75988,1.53086
14.88,0.30134,-0.98565,-0.58173,-4.92825,-4.85753,-2.90865,4.7747,1.484
14.89,0.29146,-0.99137,-0.5632,-4.95685,-4.91407,-2.816,4.78913,1.43675
14.9,0.28151,-0.99691,-0.54451,-4.98455,-4.96915,-2.72255,4.80319,1.38903
