Time,Angle,AngularVelocity,AngularAcceleration,TangentialVelocity,RadialAcceleration,TangentialAcceleration,xPosition,yPosition
6.17,-0.34675,-0.95647,0.66609,-4.78235,-4.57417,3.33045,4.70241,-1.69922
6.18,-0.35628,-0.94972,0.68363,-4.7486,-4.50984,3.41815,4.686,-1.74395
6.19,-0.36575,-0.9428,0.70098,-4.714,-4.44436,3.5049,4.66928,-1.78825
6.2,-0.37514,-0.9357,0.71815,-4.6785,-4.37767,3.59075,4.65228,-1.83201
6.21,-0.38446,-0.92843,0.73511,-4.64215,-4.30991,3.67555,4.63501,-1.87529
6.22,-0.39371,-0.921,0.75188,-4.605,-4.2412,3.7594,4.61746,-1.91809
6.23,-0.40288,-0.9134,0.76845,-4.567,-4.1715,3.84225,4.59968,-1.96035
6.24,-0.41197,-0.90563,0.78482,-4.52815,-4.10083,3.9241,4.58167,-2.00208
6.25,-0.42099,-0.8977,0.80098,-4.4885,-4.02933,4.0049,4.56342,-2.04332
6.26,-0.42993,-0.88961,0.81694,-4.44805,-3.95703,4.0847,4.54497,-2.08404
6.27,-0.43878,-0.88136,0.83268,-4.4068,-3.88398,4.1634,4.52635,-2.12418
6.28,-0.44755,-0.87296,0.84821,-4.3648,-3.8103,4.24105,4.50755,-2.16379
6.29,-0.45624,-0.8644,0.86353,-4.322,-3.73594,4.31765,4.48858,-2.20288
6.3,-0.46484,-0.85569,0.87863,-4.27845,-3.66103,4.39315,4.46947,-2.2414
6.31,-0.47335,-0.84683,0.89351,-4.23415,-3.58561,4.46755,4.45023,-2.27935
6.32,-0.48178,-0.83782,0.90818,-4.1891,-3.50971,4.5409,4.43086,-2.31679
6.33,-0.49011,-0.82866,0.92262,-4.1433,-3.43339,4.6131,4.41141,-2.35361
6.34,-0.49835,-0.81937,0.93683,-4.09685,-3.35684,4.68415,4.39186,-2.38988
6.35,-0.5065,-0.80993,0.95083,-4.04965,-3.27993,4.75415,4.37224,-2.4256
6.36,-0.51455,-0.80035,0.9646,-4.00175,-3.2028,4.823,4.35257,-2.46072
6.37,-0.5225,-0.79064,0.97814,-3.9532,-3.12556,4.8907,4.33287,-2.49524
6.38,-0.53036,-0.78079,0.99145,-3.90395,-3.04817,4.95725,4.31313,-2.52922
6.39,-0.53812,-0.77081,1.00454,-3.85405,-2.97074,5.0227,4.29337,-2.56261
6.4,-0.54578,-0.7607,1.0174,-3.8035,-2.89332,5.087,4.27361,-2.59542
6.41,-0.55333,-0.75046,1.03003,-3.7523,-2.81595,5.15015,4.2539,-2.62762
6.42,-0.56078,-0.7401,1.04243,-3.7005,-2.73874,5.21215,4.2342,-2.65923
6.43,-0.56813,-0.72961,1.0546,-3.64805,-2.66165,5.273,4.21454,-2.69028
6.44,-0.57538,-0.71901,1.06654,-3.59505,-2.58488,5.3327,4.19493,-2.72077
6.45,-0.58251,-0.70828,1.07824,-3.5414,-2.5083,5.3912,4.17542,-2.75061
6.46,-0.58954,-0.69744,1.08972,-3.4872,-2.43211,5.4486,4.15598,-2.77989
6.47,-0.59646,-0.68649,1.10097,-3.43245,-2.35634,5.50485,4.13665,-2.80859
6.48,-0.60327,-0.67542,1.11199,-3.3771,-2.28096,5.55995,4.11742,-2.83669
6.49,-0.60997,-0.66425,1.12277,-3.32125,-2.20614,5.61385,4.09833,-2.86421
6.5,-0.61656,-0.65297,1.13333,-3.26485,-2.13185,5.66665,4.07936,-2.89116
6.51,-0.62303,-0.64159,1.14366,-3.20795,-2.05819,5.7183,4.06057,-2.91749
6.52,-0.62939,-0.6301,1.15375,-3.1505,-1.98513,5.76875,4.04193,-2.94326
6.53,-0.63563,-0.61851,1.16362,-3.09255,-1.91277,5.8181,4.02349,-2.96842
6.54,-0.64176,-0.60683,1.17326,-3.03415,-1.84121,5.8663,4.00522,-2.99303
6.55,-0.64777,-0.59505,1.18268,-2.97525,-1.77042,5.9134,3.98716,-3.01705
6.56,-0.65366,-0.58317,1.19186,-2.91585,-1.70044,5.9593,3.96932,-3.04048
6.57,-0.65943,-0.57121,1.20083,-2.85605,-1.6314,6.00415,3.95171,-3.06333
6.58,-0.66508,-0.55916,1.20956,-2.7958,-1.5633,6.0478,3.93434,-3.08561
6.59,-0.67061,-0.54702,1.21807,-2.7351,-1.49615,6.09035,3.91721,-3.10732
6.6,-0.67602,-0.5348,1.22636,-2.674,-1.43006,6.1318,3.90035,-3.12847
6.61,-0.68131,-0.52249,1.23443,-2.61245,-1.36498,6.17215,3.88374,-3.14906
6.62,-0.68647,-0.51011,1.24227,-2.55055,-1.30106,6.21135,3.86744,-3.16905
6.63,-0.69151,-0.49765,1.24989,-2.48825,-1.23828,6.24945,3.85142,-3.18851
6.64,-0.69642,-0.48511,1.2573,-2.42555,-1.17666,6.2865,3.83572,-3.20738
6.65,-0.70121,-0.4725,1.26448,-2.3625,-1.11628,6.3224,3.82031,-3.22571
6.66,-0.70587,-0.45982,1.27145,-2.2991,-1.05717,6.35725,3.80524,-3.24348
6.67,-0.71041,-0.44707,1.2782,-2.23535,-0.99936,6.391,3.79047,-3.26072
6.68,-0.71482,-0.43426,1.28474,-2.1713,-0.94291,6.4237,3.77606,-3.27741
6.69,-0.71909,-0.42138,1.29106,-2.1069,-0.88781,6.4553,3.76203,-3.2935
6.7,-0.72324,-0.40844,1.29717,-2.0422,-0.83412,6.48585,3.74833,-3.30909
6.71,-0.72726,-0.39544,1.30306,-1.9772,-0.78186,6.5153,3.73499,-3.32413
6.72,-0.73115,-0.38238,1.30874,-1.9119,-0.73107,6.5437,3.72204,-3.33863
6.73,-0.73491,-0.36926,1.31422,-1.8463,-0.68176,6.5711,3.70946,-3.3526
6.74,-0.73854,-0.35609,1.31948,-1.78045,-0.634,6.5974,3.69726,-3.36605
6.75,-0.74203,-0.34287,1.32454,-1.71435,-0.5878,6.6227,3.68549,-3.37893
6.76,-0.74539,-0.3296,1.32939,-1.648,-0.54318,6.64695,3.67412,-3.39129
6.77,-0.74862,-0.31629,1.33404,-1.58145,-0.5002,6.6702,3.66314,-3.40314
6.78,-0.75172,-0.30292,1.33848,-1.5146,-0.4588,6.6924,3.65258,-3.41448
6.79,-0.75468,-0.28952,1.34271,-1.4476,-0.41911,6.71355,3.64245,-3.42528
6.8,-0.75751,-0.27607,1.34674,-1.38035,-0.38107,6.7337,3.63275,-3.43557
6.81,-0.7602,-0.26258,1.35057,-1.3129,-0.34474,6.75285,3.62349,-3.44533
6.82,-0.76276,-0.24906,1.3542,-1.2453,-0.31015,6.771,3.61466,-3.4546
6.83,-0.76518,-0.2355,1.35763,-1.1775,-0.2773,6.78815,3.60629,-3.46333
6.84,-0.76747,-0.22191,1.36086,-1.10955,-0.24622,6.8043,3.59835,-3.47158
6.85,-0.76962,-0.20828,1.36389,-1.0414,-0.2169,6.81945,3.59088,-3.47931
6.86,-0.77164,-0.19463,1.36673,-0.97315,-0.1894,6.83365,3.58384,-3.48656
6.87,-0.77351,-0.18095,1.36936,-0.90475,-0.16371,6.8468,3.57731,-3.49325
6.88,-0.77526,-0.16724,1.3718,-0.8362,-0.13985,6.859,3.5712,-3.49951
6.89,-0.77686,-0.15352,1.37404,-0.7676,-0.11784,6.8702,3.56559,-3.50522
6.9,-0.77833,-0.13976,1.37609,-0.6988,-0.09766,6.88045,3.56044,-3.51046
6.91,-0.77965,-0.12599,1.37795,-0.62995,-0.07937,6.88975,3.5558,-3.51515
6.92,-0.78085,-0.11221,1.37961,-0.56105,-0.06296,6.89805,3.55158,-3.51942
6.93,-0.7819,-0.0984,1.38107,-0.492,-0.04841,6.90535,3.54788,-3.52314
6.94,-0.78281,-0.08459,1.38234,-0.42295,-0.03578,6.9117,3.54467,-3.52637
6.95,-0.78359,-0.07076,1.38342,-0.3538,-0.02503,6.9171,3.54192,-3.52914
6.96,-0.78423,-0.05692,1.38431,-0.2846,-0.0162,6.92155,3.53966,-3.5314
6.97,-0.78473,-0.04307,1.385,-0.21535,-0.00928,6.925,3.5379,-3.53317
6.98,-0.78509,-0.02922,1.3855,-0.1461,-0.00427,6.9275,3.53662,-3.53444
6.99,-0.78531,-0.01536,1.38581,-0.0768,-0.00118,6.92905,3.53585,-3.53522
7.0,-0.7854,-0.0015,1.38593,-0.0075,-1e-05,6.92965,3.53553,-3.53554
7.01,-0.78534,0.01236,1.38585,0.0618,-0.00076,6.92925,3.53574,-3.53533
7.02,-0.78515,0.02621,1.38559,0.13105,-0.00343,6.92795,3.53641,-3.53466
7.03,-0.78482,0.04007,1.38513,0.20035,-0.00803,6.92565,3.53758,-3.53349
7.04,-0.78435,0.05392,1.38447,0.2696,-0.01454,6.92235,3.53924,-3.53183
7.05,-0.78374,0.06776,1.38363,0.3388,-0.02296,6.91815,3.54139,-3.52967
7.06,-0.78299,0.08159,1.38259,0.40795,-0.03328,6.91295,3.54404,-3.52701
7.07,-0.78211,0.09541,1.38136,0.47705,-0.04552,6.9068,3.54714,-3.52389
7.08,-0.78109,0.10921,1.37994,0.54605,-0.05963,6.8997,3.55073,-3.52027
7.09,-0.77992,0.12301,1.37832,0.61505,-0.07566,6.8916,3.55485,-3.51611
7.1,-0.77863,0.13678,1.37651,0.6839,-0.09354,6.88255,3.55938,-3.51152
7.11,-0.77719,0.15054,1.37451,0.7527,-0.11331,6.87255,3.56443,-3.50639
7.12,-0.77561,0.16427,1.3723,0.82135,-0.13492,6.8615,3.56997,-3.50076
7.13,-0.7739,0.17798,1.36991,0.8899,-0.15838,6.84955,3.57595,-3.49465
7.14,-0.77206,0.19167,1.36731,0.95835,-0.18369,6.83655,3.58238,-3.48806
7.15,-0.77007,0.20533,1.36452,1.02665,-0.2108,6.8226,3.58931,-3.48093
7.16,-0.76795,0.21896,1.36154,1.0948,-0.23972,6.8077,3.59668,-3.47331
7.17,-0.76569,0.23256,1.35835,1.1628,-0.27042,6.79175,3.60452,-3.46517
7.18,-0.7633,0.24612,1.35496,1.2306,-0.30288,6.7748,3.61279,-3.45655
7.19,-0.76077,0.25966,1.35138,1.2983,-0.33712,6.7569,3.62153,-3.4474
7.2,-0.7581,0.27315,1.34759,1.36575,-0.37305,6.73795,3.63072,-3.43772
7.21,-0.75531,0.28661,1.3436,1.43305,-0.41073,6.718,3.6403,-3.42757
7.22,-0.75237,0.30002,1.33941,1.5001,-0.45006,6.69705,3.65036,-3.41685
7.23,-0.74931,0.31339,1.33502,1.56695,-0.49107,6.6751,3.6608,-3.40567
7.24,-0.74611,0.32672,1.33042,1.6336,-0.53373,6.6521,3.67167,-3.39394
7.25,-0.74277,0.34,1.32561,1.7,-0.578,6.62805,3.68299,-3.38165
7.26,-0.73931,0.35323,1.3206,1.76615,-0.62386,6.603,3.69467,-3.36889
7.27,-0.73571,0.36641,1.31538,1.83205,-0.67128,6.5769,3.70677,-3.35557
7.28,-0.73198,0.37954,1.30995,1.8977,-0.72025,6.54975,3.71926,-3.34172
7.29,-0.72812,0.39261,1.30431,1.96305,-0.77071,6.52155,3.73213,-3.32734
7.3,-0.72413,0.40562,1.29846,2.0281,-0.82264,6.4923,3.74538,-3.31242
7.31,-0.72,0.41858,1.2924,2.0929,-0.87605,6.462,3.75903,-3.29692
7.32,-0.71575,0.43147,1.28613,2.15735,-0.93083,6.43065,3.77301,-3.28092
7.33,-0.71137,0.4443,1.27964,2.2215,-0.98701,6.3982,3.78734,-3.26436
7.34,-0.70687,0.45706,1.27293,2.2853,-1.04452,6.36465,3.80199,-3.24728
7.35,-0.70223,0.46976,1.26601,2.3488,-1.10337,6.33005,3.81702,-3.22961
7.36,-0.69747,0.48238,1.25887,2.4119,-1.16345,6.29435,3.83235,-3.2114
7.37,-0.69259,0.49494,1.25152,2.4747,-1.22483,6.2576,3.84797,-3.19266
7.38,-0.68757,0.50741,1.24394,2.53705,-1.28732,6.2197,3.86395,-3.17331
7.39,-0.68244,0.51981,1.23615,2.59905,-1.35101,6.18075,3.88018,-3.15344
7.4,-0.67718,0.53214,1.22813,2.6607,-1.41586,6.14065,3.89671,-3.13299
7.41,-0.6718,0.54438,1.21989,2.7219,-1.48175,6.09945,3.91351,-3.11198
7.42,-0.66629,0.55653,1.21143,2.78265,-1.54863,6.05715,3.9306,-3.09037
7.43,-0.66067,0.5686,1.20274,2.843,-1.61653,6.0137,3.94791,-3.06823
7.44,-0.65492,0.58059,1.19383,2.90295,-1.68542,5.96915,3.96548,-3.04548
7.45,-0.64905,0.59248,1.18469,2.9624,-1.75516,5.92345,3.98329,-3.02215
7.46,-0.64307,0.60428,1.17532,3.0214,-1.82577,5.8766,4.00129,-2.99828
7.47,-0.63697,0.61599,1.16573,3.07995,-1.89722,5.82865,4.01951,-2.97381
7.48,-0.63075,0.62759,1.15591,3.13795,-1.96935,5.77955,4.03793,-2.94875
7.49,-0.62442,0.6391,1.14586,3.1955,-2.04224,5.7293,4.05651,-2.92313
7.5,-0.61797,0.65051,1.13559,3.25255,-2.11582,5.67795,4.07528,-2.89691
7.51,-0.61141,0.66181,1.12508,3.30905,-2.18996,5.6254,4.0942,-2.87011
7.52,-0.60473,0.67301,1.11434,3.36505,-2.26471,5.5717,4.11328,-2.8427
7.53,-0.59795,0.6841,1.10338,3.4205,-2.33996,5.5169,4.13246,-2.81475
7.54,-0.59105,0.69508,1.09218,3.4754,-2.41568,5.4609,4.15178,-2.78617
7.55,-0.58405,0.70594,1.08075,3.5297,-2.49176,5.40375,4.17118,-2.75704
7.56,-0.57693,0.71669,1.06909,3.58345,-2.56822,5.34545,4.19071,-2.72727
7.57,-0.56971,0.72732,1.05721,3.6366,-2.64497,5.28605,4.21029,-2.69694
7.58,-0.56239,0.73784,1.04509,3.6892,-2.72204,5.22545,4.22992,-2.66605
7.59,-0.55496,0.74822,1.03274,3.7411,-2.79917,5.1637,4.24961,-2.63455
7.6,-0.54742,0.75849,1.02016,3.79245,-2.87654,5.1008,4.26935,-2.60243
7.61,-0.53979,0.76863,1.00735,3.84315,-2.95396,5.03675,4.28908,-2.56978
7.62,-0.53205,0.77864,0.99431,3.8932,-3.0314,4.97155,4.30884,-2.53651
7.63,-0.52422,0.78851,0.98105,3.94255,-3.10874,4.90525,4.32857,-2.50269
7.64,-0.51628,0.79826,0.96755,3.9913,-3.1861,4.83775,4.34831,-2.46824
7.65,-0.50825,0.80786,0.95383,4.0393,-3.26319,4.76915,4.36799,-2.43325
7.66,-0.50012,0.81733,0.93989,4.08665,-3.34014,4.69945,4.38763,-2.39765
7.67,-0.4919,0.82666,0.92572,4.1333,-3.41683,4.6286,4.40719,-2.36151
7.68,-0.48359,0.83585,0.91133,4.17925,-3.49323,4.55665,4.42666,-2.3248
7.69,-0.47519,0.84489,0.89671,4.22445,-3.5692,4.48355,4.44603,-2.28754
7.7,-0.46669,0.85378,0.88188,4.2689,-3.6447,4.4094,4.46531,-2.24966
7.71,-0.45811,0.86252,0.86682,4.3126,-3.7197,4.3341,4.48445,-2.21127
7.72,-0.44944,0.87111,0.85155,4.35555,-3.79416,4.25775,4.50345,-2.17231
7.73,-0.44069,0.87955,0.83607,4.39775,-3.86804,4.18035,4.52229,-2.13282
7.74,-0.43185,0.88783,0.82037,4.43915,-3.94121,4.10185,4.54096,-2.09276
7.75,-0.42293,0.89596,0.80446,4.4798,-4.01372,4.0223,4.55945,-2.05217
7.76,-0.41394,0.90392,0.78834,4.5196,-4.08536,3.9417,4.57772,-2.0111
7.77,-0.40486,0.91173,0.77202,4.55865,-4.15626,3.8601,4.59579,-1.96945
7.78,-0.3957,0.91936,0.75549,4.5968,-4.22611,3.77745,4.61363,-1.92727
7.79,-0.38647,0.92683,0.73877,4.63415,-4.29507,3.69385,4.63123,-1.88461
7.8,-0.37717,0.93414,0.72184,4.6707,-4.36309,3.6092,4.64855,-1.84145
7.81,-0.36779,0.94127,0.70472,4.70635,-4.42995,3.5236,4.66562,-1.79777
7.82,-0.35834,0.94823,0.68741,4.74115,-4.4957,3.43705,4.6824,-1.7536
7.83,-0.34882,0.95502,0.66991,4.7751,-4.56032,3.34955,4.69888,-1.70895
7.84,-0.33924,0.96163,0.65223,4.80815,-4.62366,3.26115,4.71504,-1.66385
7.85,-0.32959,0.96806,0.63437,4.8403,-4.6857,3.17185,4.73088,-1.61828
7.86,-0.31988,0.97432,0.61633,4.8716,-4.7465,3.08165,4.74637,-1.57226
7.87,-0.31011,0.98039,0.59811,4.90195,-4.80582,2.99055,4.7615,-1.52582
7.88,-0.30027,0.98628,0.57973,4.9314,-4.86374,2.89865,4.77628,-1.47889
7.89,-0.29038,0.99198,0.56118,4.9599,-4.92012,2.8059,4.79068,-1.43158
7.9,-0.28043,0.9975,0.54247,4.9875,-4.97503,2.71235,4.80468,-1.38384
7.91,-0.27043,1.00283,0.52361,5.01415,-5.02834,2.61805,4.81828,-1.33573
7.92,-0.26038,1.00797,0.50459,5.03985,-5.08002,2.52295,4.83146,-1.28724
7.93,-0.25027,1.01292,0.48543,5.0646,-5.13003,2.42715,4.84423,-1.23833
7.94,-0.24012,1.01768,0.46613,5.0884,-5.17836,2.33065,4.85655,-1.1891
7.95,-0.22992,1.02224,0.44668,5.1112,-5.22487,2.2334,4.86842,-1.1395
7.96,-0.21968,1.02661,0.42711,5.13305,-5.26964,2.13555,4.87984,-1.08959
7.97,-0.20939,1.03079,0.40741,5.15395,-5.31264,2.03705,4.89079,-1.03932
7.98,-0.19906,1.03476,0.38759,5.1738,-5.35364,1.93795,4.90126,-0.98874
7.99,-0.18869,1.03854,0.36765,5.1927,-5.39283,1.83825,4.91125,-0.93786
8.0,-0.17829,1.04211,0.3476,5.21055,-5.42997,1.738,4.92074,-0.88673
8.01,-0.16785,1.04549,0.32745,5.22745,-5.46525,1.63725,4.92973,-0.83531
8.02,-0.15738,1.04866,0.3072,5.2433,-5.49844,1.536,4.93821,-0.78366
8.03,-0.14688,1.05163,0.28685,5.25815,-5.52963,1.43425,4.94616,-0.73176
8.04,-0.13635,1.0544,0.26642,5.272,-5.5588,1.3321,4.95359,-0.67964
8.05,-0.12579,1.05696,0.2459,5.2848,-5.58582,1.2295,4.96049,-0.62729
8.06,-0.11521,1.05932,0.22531,5.2966,-5.61079,1.12655,4.96685,-0.57478
8.07,-0.10461,1.06147,0.20466,5.30735,-5.63359,1.0233,4.97267,-0.5221
8.08,-0.09398,1.06341,0.18393,5.31705,-5.6542,0.91965,4.97794,-0.46921
8.09,-0.08334,1.06515,0.16316,5.32575,-5.67272,0.8158,4.98265,-0.41622
8.1,-0.07268,1.06667,0.14233,5.33335,-5.68892,0.71165,4.9868,-0.36308
8.11,-0.06201,1.06799,0.12145,5.33995,-5.70301,0.60725,4.99039,-0.30985
8.12,-0.05132,1.0691,0.10054,5.3455,-5.71487,0.5027,4.99342,-0.25649
8.13,-0.04063,1.07,0.0796,5.35,-5.7245,0.398,4.99587,-0.20309
8.14,-0.02992,1.07069,0.05864,5.35345,-5.73189,0.2932,4.99776,-0.14958
8.15,-0.01921,1.07118,0.03765,5.3559,-5.73713,0.18825,4.99908,-0.09604
8.16,-0.0085,1.07145,0.01666,5.35725,-5.74003,0.0833,4.99982,-0.0425
8.17,0.00222,1.07151,-0.00434,5.35755,-5.74067,-0.0217,4.99999,0.0111
8.18,0.01293,1.07136,-0.02534,5.3568,-5.73906,-0.1267,4.99958,0.06465
8.19,0.02364,1.071,-0.04634,5.355,-5.7352,-0.2317,4.9986,0.11819
8.2,0.03435,1.07043,-0.06731,5.35215,-5.7291,-0.33655,4.99705,0.17172
8.21,0.04505,1.06966,-0.08827,5.3483,-5.72086,-0.44135,4.99493,0.22517
8.22,0.05574,1.06867,-0.1092,5.34335,-5.71028,-0.546,4.99223,0.27856
8.23,0.06642,1.06747,-0.13009,5.33735,-5.69746,-0.65045,4.98898,0.33186
8.24,0.07709,1.06607,-0.15095,5.33035,-5.68253,-0.75475,4.98515,0.38507
8.25,0.08774,1.06445,-0.17176,5.32225,-5.66527,-0.8588,4.98077,0.43814
8.26,0.09838,1.06263,-0.19251,5.31315,-5.64591,-0.96255,4.97582,0.49111
8.27,0.109,1.0606,-0.21321,5.303,-5.62436,-1.06605,4.97033,0.54392
8.28,0.11959,1.05837,-0.23384,5.29185,-5.60074,-1.1692,4.96429,0.59653
8.29,0.13016,1.05593,-0.2544,5.27965,-5.57494,-1.272,4.95771,0.64896
8.3,0.14071,1.05328,-0.27488,5.2664,-5.54699,-1.3744,4.95058,0.70123
8.31,0.15123,1.05043,-0.29528,5.25215,-5.51702,-1.4764,4.94293,0.75327
8.32,0.16172,1.04737,-0.31559,5.23685,-5.48492,-1.57795,4.93476,0.80508
8.33,0.17217,1.04412,-0.3358,5.2206,-5.45093,-1.679,4.92608,0.8566
8.34,0.1826,1.04066,-0.35591,5.2033,-5.41487,-1.77955,4.91687,0.90793
8.35,0.19299,1.037,-0.37591,5.185,-5.37684,-1.87955,4.90718,0.95897
8.36,0.20334,1.03314,-0.3958,5.1657,-5.33689,-1.979,4.89699,1.00971
8.37,0.21365,1.02908,-0.41557,5.1454,-5.29503,-2.07785,4.88632,1.06014
8.38,0.22392,1.02483,-0.43522,5.12415,-5.25138,-2.1761,4.87517,1.11027
8.39,0.23415,1.02038,-0.45474,5.1019,-5.20588,-2.2737,4.86356,1.16008
8.4,0.24433,1.01574,-0.47413,5.0787,-5.15864,-2.37065,4.8515,1.20953
8.41,0.25446,1.0109,-0.49338,5.0545,-5.10959,-2.4669,4.839,1.25861
8.42,0.26454,1.00587,-0.51248,5.02935,-5.05887,-2.5624,4.82606,1.30733
8.43,0.27458,1.00065,-0.53143,5.00325,-5.0065,-2.65715,4.8127,1.35571
8.44,0.28456,0.99524,-0.55023,4.9762,-4.95251,-2.75115,4.79893,1.40368
8.45,0.29448,0.98965,-0.56888,4.94825,-4.89704,-2.8444,4.78477,1.45121
8.46,0.30435,0.98386,-0.58736,4.9193,-4.8399,-2.9368,4.77021,1.49837
8.47,0.31416,0.9779,-0.60567,4.8895,-4.78144,-3.02835,4.75528,1.54509
8.48,0.32391,0.97175,-0.62381,4.85875,-4.72149,-3.11905,4.73999,1.59138
8.49,0.33359,0.96542,-0.64178,4.8271,-4.66018,-3.2089,4.72436,1.63719
8.5,0.34321,0.95892,-0.65957,4.7946,-4.59764,-3.29785,4.7084,1.68256
8.51,0.35277,0.95223,-0.67718,4.76115,-4.53371,-3.3859,4.6921,1.72749
8.52,0.36226,0.94537,-0.6946,4.72685,-4.46862,-3.473,4.67549,1.77194
8.53,0.37168,0.93834,-0.71183,4.6917,-4.40241,-3.55915,4.65859,1.81591
8.54,0.38102,0.93114,-0.72887,4.6557,-4.33511,-3.64435,4.64143,1.85934
8.55,0.3903,0.92376,-0.74571,4.6188,-4.26666,-3.72855,4.62397,1.90233
8.56,0.3995,0.91622,-0.76235,4.5811,-4.1973,-3.81175,4.60628,1.94479
8.57,0.40862,0.90852,-0.7788,4.5426,-4.12704,-3.894,4.58835,1.98672
8.58,0.41767,0.90065,-0.79503,4.50325,-4.05585,-3.97515,4.57018,2.02816
8.59,0.42663,0.89262,-0.81107,4.4631,-3.98385,-4.05535,4.55183,2.06903
8.6,0.43552,0.88443,-0.82689,4.42215,-3.91108,-4.13445,4.53325,2.10941
8.61,0.44432,0.87608,-0.8425,4.3804,-3.83758,-4.2125,4.51452,2.14922
8.62,0.45304,0.86758,-0.8579,4.3379,-3.76348,-4.2895,4.4956,2.1885
8.63,0.46167,0.85892,-0.87308,4.2946,-3.68872,-4.3654,4.47655,2.22722
8.64,0.47022,0.85012,-0.88804,4.2506,-3.61352,-4.4402,4.45734,2.26541
8.65,0.47868,0.84116,-0.90278,4.2058,-3.53775,-4.5139,4.43802,2.30304
8.66,0.48704,0.83206,-0.91731,4.1603,-3.46162,-4.58655,4.41861,2.34006
8.67,0.49532,0.82282,-0.93161,4.1141,-3.38516,-4.65805,4.39908,2.37657
8.68,0.5035,0.81343,-0.94568,4.06715,-3.30834,-4.7284,4.3795,2.41247
8.69,0.51158,0.80391,-0.95954,4.01955,-3.23136,-4.7977,4.35986,2.44778
8.7,0.51958,0.79424,-0.97316,3.9712,-3.15409,-4.8658,4.34014,2.48258
8.71,0.52747,0.78444,-0.98656,3.9222,-3.07673,-4.9328,4.32042,2.51674
8.72,0.53526,0.77451,-0.99973,3.87255,-2.99933,-4.99865,4.30068,2.55032
8.73,0.54296,0.76445,-1.01268,3.82225,-2.92192,-5.0634,4.28092,2.58336
8.74,0.55055,0.75426,-1.02539,3.7713,-2.84454,-5.12695,4.26118,2.61578
8.75,0.55804,0.74394,-1.03787,3.7197,-2.76723,-5.18935,4.24147,2.64762
8.76,0.56543,0.7335,-1.05013,3.6675,-2.69011,-5.25065,4.22179,2.67889
8.77,0.57271,0.72294,-1.06215,3.6147,-2.61321,-5.31075,4.20218,2.70956
8.78,0.57989,0.71226,-1.07394,3.5613,-2.53657,-5.3697,4.18261,2.73966
8.79,0.58696,0.70146,-1.08551,3.5073,-2.46023,-5.42755,4.16314,2.76916
8.8,0.59392,0.69055,-1.09684,3.45275,-2.3843,-5.4842,4.14377,2.79807
8.81,0.60077,0.67953,-1.10794,3.39765,-2.30881,-5.5397,4.1245,2.82639
8.82,0.60751,0.66839,-1.11881,3.34195,-2.23373,-5.59405,4.10536,2.85412
8.83,0.61414,0.65715,-1.12945,3.28575,-2.15923,-5.64725,4.08635,2.88128
8.84,0.62065,0.6458,-1.13987,3.229,-2.08529,-5.69935,4.0675,2.90782
8.85,0.62705,0.63435,-1.15005,3.17175,-2.012,-5.75025,4.04881,2.93379
8.86,0.63334,0.6228,-1.16,3.114,-1.9394,-5.8,4.03028,2.9592
8.87,0.63951,0.61115,-1.16973,3.05575,-1.86752,-5.84865,4.01194,2.98401
8.88,0.64556,0.59941,-1.17923,2.99705,-1.79646,-5.89615,3.99381,3.00823
8.89,0.6515,0.58757,-1.1885,2.93785,-1.72619,-5.9425,3.97588,3.0319
8.9,0.65731,0.57564,-1.19754,2.8782,-1.65681,-5.9877,3.95819,3.05495
8.91,0.66301,0.56362,-1.20636,2.8181,-1.58834,-6.0318,3.94072,3.07746
8.92,0.66858,0.55151,-1.21495,2.75755,-1.52082,-6.07475,3.92351,3.09936
8.93,0.67404,0.53932,-1.22333,2.6966,-1.45433,-6.11665,3.90653,3.12074
8.94,0.67937,0.52705,-1.23147,2.63525,-1.38891,-6.15735,3.88984,3.14152
8.95,0.68458,0.51469,-1.2394,2.57345,-1.32453,-6.197,3.87342,3.16174
8.96,0.68966,0.50226,-1.2471,2.5113,-1.26133,-6.2355,3.85731,3.18137
8.97,0.69462,0.48975,-1.25459,2.44875,-1.19928,-6.27295,3.84148,3.20047
8.98,0.69946,0.47717,-1.26185,2.38585,-1.13846,-6.30925,3.82595,3.21902
8.99,0.70417,0.46452,-1.2689,2.3226,-1.07889,-6.3445,3.81075,3.23701
9.0,0.70875,0.45179,-1.27573,2.25895,-1.02057,-6.37865,3.79588,3.25443
9.01,0.7132,0.439,-1.28235,2.195,-0.9636,-6.41175,3.78136,3.27129
9.02,0.71753,0.42615,-1.28875,2.13075,-0.90802,-6.44375,3.76716,3.28763
9.03,0.72172,0.41323,-1.29493,2.06615,-0.8538,-6.47465,3.75335,3.30338
9.04,0.72579,0.40025,-1.30091,2.00125,-0.801,-6.50455,3.73988,3.31863
9.05,0.72973,0.38721,-1.30667,1.93605,-0.74966,-6.53335,3.72677,3.33334
9.06,0.73354,0.37412,-1.31222,1.8706,-0.69983,-6.5611,3.71405,3.34752
9.07,0.73721,0.36097,-1.31756,1.80485,-0.6515,-6.5878,3.70173,3.36112
9.08,0.74076,0.34777,-1.3227,1.73885,-0.60472,-6.6135,3.68978,3.37424
9.09,0.74417,0.33451,-1.32762,1.67255,-0.55948,-6.6381,3.67825,3.38681
9.1,0.74745,0.32121,-1.33234,1.60605,-0.51588,-6.6617,3.66712,3.39885
